GEOID,county,date,mean,year
51640,Galax,2021-06-24,0.6837683320045471,2021
51005,Alleghany,2021-06-24,0.7279157268844502,2021
51141,Patrick,2021-06-24,0.7522185490349985,2021
51077,Grayson,2021-06-24,0.6876617193909923,2021
51197,Wythe,2021-06-24,0.6428853537225813,2021
51035,Carroll,2021-06-24,0.7056476605024955,2021
51017,Bath,2021-06-24,0.7196706218851937,2021
51173,Smyth,2021-06-24,0.6086480810360306,2021
51021,Bland,2021-06-24,0.6642712354660034,2021
51105,Lee,2021-06-24,0.5420130491256714,2021
51091,Highland,2021-06-24,0.701141232252121,2021
51163,Rockbridge,2021-06-24,0.7022556276577984,2021
51121,Montgomery,2021-06-24,0.6207164836781366,2021
51063,Floyd,2021-06-24,0.7044637603451259,2021
51071,Giles,2021-06-24,0.736499297618866,2021
51155,Pulaski,2021-06-24,0.6477152570752234,2021
51185,Tazewell,2021-06-24,0.426345020532608,2021
51143,Pittsylvania,2021-06-24,0.6675271307664394,2021
51009,Amherst,2021-06-24,0.7940443456172943,2021
51019,Bedford,2021-06-24,0.6681347861886024,2021
51089,Henry,2021-06-24,0.6244425210318661,2021
51045,Craig,2021-06-24,0.730262808758637,2021
51067,Franklin,2021-06-24,0.6877862150403284,2021
51161,Roanoke,2021-06-24,0.6335814662955024,2021
51023,Botetourt,2021-06-24,0.7070042997469781,2021
51015,Augusta,2021-06-24,0.6663255372292382,2021
51095,James City,2021-06-24,0.7479079514376674,2021
51073,Gloucester,2021-06-24,0.7857197475433791,2021
51093,Isle of Wight,2021-06-24,0.6951104832156647,2021
51199,York,2021-06-24,0.7280788885222541,2021
51115,Mathews,2021-06-24,0.7619008211721037,2021
51179,Stafford,2021-06-24,0.7461569555509875,2021
51061,Fauquier,2021-06-24,0.7407446636848757,2021
51153,Prince William,2021-06-24,0.6009304984158533,2021
51107,Loudoun,2021-06-24,0.6973955632432332,2021
51047,Culpeper,2021-06-24,0.6561445186917348,2021
51177,Spotsylvania,2021-06-24,0.7137636115612056,2021
51043,Clarke,2021-06-24,0.6691315450151766,2021
51181,Surry,2021-06-24,0.7213431778420175,2021
51097,King and Queen,2021-06-24,0.7645184598829612,2021
51119,Middlesex,2021-06-24,0.7822267094910701,2021
51057,Essex,2021-06-24,0.7521993369390737,2021
51133,Northumberland,2021-06-24,0.7887561110306939,2021
51137,Orange,2021-06-24,0.6949548627777532,2021
51113,Madison,2021-06-24,0.7460562166487927,2021
51111,Lunenburg,2021-06-24,0.6732601999426874,2021
51037,Charlotte,2021-06-24,0.7204352021217346,2021
51049,Cumberland,2021-06-24,0.747632963793162,2021
51175,Southampton,2021-06-24,0.6999330928180197,2021
51025,Brunswick,2021-06-24,0.6172176374219138,2021
51103,Lancaster,2021-06-24,0.7865052191312981,2021
51159,Richmond,2021-06-24,0.7543322258091253,2021
51117,Mecklenburg,2021-06-24,0.5600776693543862,2021
51081,Greensville,2021-06-24,0.6368606546258816,2021
51193,Westmoreland,2021-06-24,0.7393418437195222,2021
51135,Nottoway,2021-06-24,0.731177325644584,2021
51099,King George,2021-06-24,0.7278879891082009,2021
51147,Prince Edward,2021-06-24,0.7018247818493896,2021
51109,Louisa,2021-06-24,0.7453671241320894,2021
51029,Buckingham,2021-06-24,0.7185212825798943,2021
51065,Fluvanna,2021-06-24,0.7893757539799897,2021
51085,Hanover,2021-06-24,0.7338815474225427,2021
51145,Powhatan,2021-06-24,0.7246662358224037,2021
51075,Goochland,2021-06-24,0.6790452566011754,2021
51101,King William,2021-06-24,0.7467007892388122,2021
51087,Henrico,2021-06-24,0.7428015298536942,2021
51127,New Kent,2021-06-24,0.7643694081364806,2021
51036,Charles City,2021-06-24,0.752404683125463,2021
51183,Sussex,2021-06-24,0.6812618785470453,2021
51041,Chesterfield,2021-06-24,0.6880841003831634,2021
51149,Prince George,2021-06-24,0.7264471603855741,2021
51033,Caroline,2021-06-24,0.7153854045014879,2021
51053,Dinwiddie,2021-06-24,0.644488602018095,2021
51007,Amelia,2021-06-24,0.7153442988915846,2021
51165,Rockingham,2021-06-24,0.7229772051437283,2021
51550,Chesapeake,2021-06-24,0.386573955424831,2021
51800,Suffolk,2021-06-24,0.6654329189596694,2021
51650,Hampton,2021-06-24,0.5191663980484009,2021
51630,Fredericksburg,2021-06-24,0.6533038020133972,2021
51595,Emporia,2021-06-24,0.7177152037620544,2021
51620,Franklin,2021-06-24,0.5867353746773407,2021
51760,Richmond,2021-06-24,0.8522996679941813,2021
51730,Petersburg,2021-06-24,0.6126504805693606,2021
51590,Danville,2021-07-01,0.5843038558959961,2021
51167,Russell,2021-07-01,0.6188907424608866,2021
51005,Alleghany,2021-07-01,0.6023136426536543,2021
51077,Grayson,2021-07-01,0.7143023163080215,2021
51197,Wythe,2021-07-01,0.6910342455581424,2021
51017,Bath,2021-07-01,0.7494359844260745,2021
51173,Smyth,2021-07-01,0.6875785668431199,2021
51021,Bland,2021-07-01,0.6806240439414978,2021
51105,Lee,2021-07-01,0.7575900852680206,2021
51091,Highland,2021-07-01,0.7376741925875346,2021
51163,Rockbridge,2021-07-01,0.7299719668238065,2021
51185,Tazewell,2021-07-01,0.7248826722304026,2021
51143,Pittsylvania,2021-07-01,0.7100393133861702,2021
51009,Amherst,2021-07-01,0.7471640904181533,2021
51019,Bedford,2021-07-01,0.6846424936780533,2021
51031,Campbell,2021-07-01,0.7181920889314487,2021
51089,Henry,2021-07-01,0.7338853081067404,2021
51067,Franklin,2021-07-01,0.7130479769294331,2021
51161,Roanoke,2021-07-01,0.5115281939506531,2021
51023,Botetourt,2021-07-01,0.7329683969740632,2021
51169,Scott,2021-07-01,0.4480068286259969,2021
51191,Washington,2021-07-01,0.7118628165851749,2021
51015,Augusta,2021-07-01,0.6862863370812169,2021
51179,Stafford,2021-07-01,0.7394311709536446,2021
51157,Rappahannock,2021-07-01,0.780745160129869,2021
51061,Fauquier,2021-07-01,0.7598483886965929,2021
51153,Prince William,2021-07-01,0.6768737817902605,2021
51107,Loudoun,2021-07-01,0.7529047008945111,2021
51047,Culpeper,2021-07-01,0.7392499264653164,2021
51187,Warren,2021-07-01,0.7325393837294736,2021
51177,Spotsylvania,2021-07-01,0.7949942206288779,2021
51043,Clarke,2021-07-01,0.7279711856733814,2021
51069,Frederick,2021-07-01,0.7094105757982386,2021
51137,Orange,2021-07-01,0.7564494487892756,2021
51113,Madison,2021-07-01,0.7542459313768446,2021
51111,Lunenburg,2021-07-01,0.7212317220219995,2021
51037,Charlotte,2021-07-01,0.7430607527449892,2021
51049,Cumberland,2021-07-01,0.7965193624613444,2021
51083,Halifax,2021-07-01,0.7273163685228807,2021
51171,Shenandoah,2021-07-01,0.728660110813136,2021
51025,Brunswick,2021-07-01,0.7425192076503931,2021
51117,Mecklenburg,2021-07-01,0.6266922388607343,2021
51139,Page,2021-07-01,0.6846336439929965,2021
51135,Nottoway,2021-07-01,0.7810788348045842,2021
51147,Prince Edward,2021-07-01,0.7572343003101009,2021
51109,Louisa,2021-07-01,0.7969779772081799,2021
51029,Buckingham,2021-07-01,0.7558943874758053,2021
51079,Greene,2021-07-01,0.7386577804812243,2021
51003,Albemarle,2021-07-01,0.687210409282949,2021
51125,Nelson,2021-07-01,0.731983948913156,2021
51065,Fluvanna,2021-07-01,0.8095937288531266,2021
51011,Appomattox,2021-07-01,0.764868416227417,2021
51085,Hanover,2021-07-01,0.7947469238789898,2021
51145,Powhatan,2021-07-01,0.7763318256474202,2021
51075,Goochland,2021-07-01,0.7696225187493368,2021
51041,Chesterfield,2021-07-01,0.5040793667236964,2021
51033,Caroline,2021-07-01,0.8400352071978008,2021
51053,Dinwiddie,2021-07-01,0.72767915163564445,2021
51007,Amelia,2021-07-01,0.7856404576458235,2021
51165,Rockingham,2021-07-01,0.6874763624893615,2021
51660,Harrisonburg,2021-07-01,0.6104786945039389,2021
51820,Waynesboro,2021-07-01,0.6851291910329844,2021
51790,Staunton,2021-07-01,0.7335621741644013,2021
51005,Alleghany,2021-07-08,0.7307078899636292,2021
51141,Patrick,2021-07-08,0.8192719749499702,2021
51077,Grayson,2021-07-08,0.7360060296275399,2021
51197,Wythe,2021-07-08,0.7868376564621081,2021
51035,Carroll,2021-07-08,0.7471345643084264,2021
51017,Bath,2021-07-08,0.8070169323020511,2021
51173,Smyth,2021-07-08,0.7359305144172456,2021
51021,Bland,2021-07-08,0.7697846392790476,2021
51091,Highland,2021-07-08,0.8125625550746918,2021
51163,Rockbridge,2021-07-08,0.7416806318860113,2021
51121,Montgomery,2021-07-08,0.7292750880524919,2021
51063,Floyd,2021-07-08,0.7894519433857007,2021
51071,Giles,2021-07-08,0.8052183304514203,2021
51155,Pulaski,2021-07-08,0.7644326986792006,2021
51143,Pittsylvania,2021-07-08,0.7325426607897912,2021
51009,Amherst,2021-07-08,0.7944644008363996,2021
51019,Bedford,2021-07-08,0.7236057383318742,2021
51089,Henry,2021-07-08,0.6927071027513533,2021
51045,Craig,2021-07-08,0.8474860668182373,2021
51067,Franklin,2021-07-08,0.7583381608430809,2021
51161,Roanoke,2021-07-08,0.5516090989112854,2021
51023,Botetourt,2021-07-08,0.7721027649925689,2021
51015,Augusta,2021-07-08,0.7138011033088995,2021
51095,James City,2021-07-08,0.7708223802738958,2021
51073,Gloucester,2021-07-08,0.8104370929166116,2021
51093,Isle of Wight,2021-07-08,0.7562043328603993,2021
51199,York,2021-07-08,0.7437519958863655,2021
51115,Mathews,2021-07-08,0.7823297281510535,2021
51181,Surry,2021-07-08,0.7988873272302609,2021
51097,King and Queen,2021-07-08,0.8355207571171825,2021
51119,Middlesex,2021-07-08,0.80201765484893806,2021
51057,Essex,2021-07-08,0.8434865192363137,2021
51133,Northumberland,2021-07-08,0.8125054421085933,2021
51175,Southampton,2021-07-08,0.8070141102506895,2021
51131,Northampton,2021-07-08,0.6738200380589333,2021
51103,Lancaster,2021-07-08,0.8106763007322152,2021
51159,Richmond,2021-07-08,0.8203808074591808,2021
51001,Accomack,2021-07-08,0.7690084302603898,2021
51193,Westmoreland,2021-07-08,0.8038380187177034,2021
51101,King William,2021-07-08,0.7554626315832138,2021
51127,New Kent,2021-07-08,0.7462239152862729,2021
51036,Charles City,2021-07-08,0.8545654118061066,2021
51183,Sussex,2021-07-08,0.8699809718407893,2021
51165,Rockingham,2021-07-08,0.7195674116735823,2021
51550,Chesapeake,2021-07-08,0.7711987127073359,2021
51800,Suffolk,2021-07-08,0.7474468474616525,2021
51650,Hampton,2021-07-08,0.5727556844552358,2021
51810,Virginia Beach,2021-07-08,0.8080107622742777,2021
51620,Franklin,2021-07-08,0.6960561102299786,2021
51167,Russell,2021-07-15,0.6674940926688058,2021
51077,Grayson,2021-07-15,0.6741151995956898,2021
51197,Wythe,2021-07-15,0.7778522795895624,2021
51173,Smyth,2021-07-15,0.7359626874726156,2021
51021,Bland,2021-07-15,0.7340452186763287,2021
51105,Lee,2021-07-15,0.7876844838495431,2021
51185,Tazewell,2021-07-15,0.7509704430898031,2021
51169,Scott,2021-07-15,0.6919180495398385,2021
51191,Washington,2021-07-15,0.7604575014922299,2021
51095,James City,2021-07-15,0.7812648410275528,2021
51073,Gloucester,2021-07-15,0.815913727296685,2021
51093,Isle of Wight,2021-07-15,0.7562126987526347,2021
51199,York,2021-07-15,0.7474456417063872,2021
51115,Mathews,2021-07-15,0.78924955556599,2021
51179,Stafford,2021-07-15,0.803598345611665,2021
51061,Fauquier,2021-07-15,0.7948778321614731,2021
51153,Prince William,2021-07-15,0.7175573436243146,2021
51059,Fairfax,2021-07-15,0.6917696595191956,2021
51107,Loudoun,2021-07-15,0.7580493111013573,2021
51047,Culpeper,2021-07-15,0.793711188945911,2021
51177,Spotsylvania,2021-07-15,0.7992960755503703,2021
51043,Clarke,2021-07-15,0.8220253007452419,2021
51181,Surry,2021-07-15,0.7955277222189937,2021
51097,King and Queen,2021-07-15,0.8289681534455217,2021
51119,Middlesex,2021-07-15,0.8091041782239302,2021
51057,Essex,2021-07-15,0.8243641541167993,2021
51133,Northumberland,2021-07-15,0.819785576147088,2021
51137,Orange,2021-07-15,0.7952247903126167,2021
51113,Madison,2021-07-15,0.8412816239348062,2021
51111,Lunenburg,2021-07-15,0.7736133128286854,2021
51037,Charlotte,2021-07-15,0.8077514171600342,2021
51049,Cumberland,2021-07-15,0.8218045430781252,2021
51175,Southampton,2021-07-15,0.7876779261702408,2021
51025,Brunswick,2021-07-15,0.7484611442827501,2021
51103,Lancaster,2021-07-15,0.8157286512826091,2021
51159,Richmond,2021-07-15,0.8183278547399734,2021
51117,Mecklenburg,2021-07-15,0.6724653776270894,2021
51081,Greensville,2021-07-15,0.7376017358238881,2021
51193,Westmoreland,2021-07-15,0.80899024580051615,2021
51135,Nottoway,2021-07-15,0.8090166231783555,2021
51099,King George,2021-07-15,0.7932798166754568,2021
51147,Prince Edward,2021-07-15,0.7900907113374098,2021
51109,Louisa,2021-07-15,0.8097791305860482,2021
51029,Buckingham,2021-07-15,0.8009974001228265,2021
51065,Fluvanna,2021-07-15,0.81771218726,2021
51085,Hanover,2021-07-15,0.7975125831687006,2021
51145,Powhatan,2021-07-15,0.7883706112669377,2021
51075,Goochland,2021-07-15,0.7879131206782761,2021
51101,King William,2021-07-15,0.8131461492785993,2021
51087,Henrico,2021-07-15,0.8029177956152966,2021
51127,New Kent,2021-07-15,0.8068132952401735,2021
51036,Charles City,2021-07-15,0.7928233001471608,2021
51183,Sussex,2021-07-15,0.7926193448022357,2021
51041,Chesterfield,2021-07-15,0.7318974247411153,2021
51149,Prince George,2021-07-15,0.7877341273775569,2021
51033,Caroline,2021-07-15,0.8003174794457367,2021
51053,Dinwiddie,2021-07-15,0.7819350657212493,2021
51007,Amelia,2021-07-15,0.8096700345694993,2021
51550,Chesapeake,2021-07-15,0.2746178516472783,2021
51800,Suffolk,2021-07-15,0.7473260138091663,2021
51650,Hampton,2021-07-15,0.49713311791419984,2021
51630,Fredericksburg,2021-07-15,0.7285810708999634,2021
51595,Emporia,2021-07-15,0.7230264544487,2021
51620,Franklin,2021-07-15,0.7425738038202392,2021
51760,Richmond,2021-07-15,0.7901691402991613,2021
51730,Petersburg,2021-07-15,0.6667947160612085,2021
51005,Alleghany,2021-07-22,0.7688228192756761,2021
51141,Patrick,2021-07-22,0.7253637512524923,2021
51017,Bath,2021-07-22,0.7822680347844174,2021
51105,Lee,2021-07-22,0.7897358975853335,2021
51091,Highland,2021-07-22,0.7387821753819783,2021
51163,Rockbridge,2021-07-22,0.730894515614282,2021
51143,Pittsylvania,2021-07-22,0.7537016281924733,2021
51009,Amherst,2021-07-22,0.771376537744113,2021
51019,Bedford,2021-07-22,0.6774048067843267,2021
51031,Campbell,2021-07-22,0.7626298666902792,2021
51089,Henry,2021-07-22,0.7533627490202586,2021
51067,Franklin,2021-07-22,0.7543723341038079,2021
51161,Roanoke,2021-07-22,0.40136346220970154,2021
51023,Botetourt,2021-07-22,0.7640331509145406,2021
51015,Augusta,2021-07-22,0.694826828219796,2021
51095,James City,2021-07-22,0.7777193231242043,2021
51073,Gloucester,2021-07-22,0.7916180499290801,2021
51093,Isle of Wight,2021-07-22,0.7731969631706015,2021
51115,Mathews,2021-07-22,0.6905565597116947,2021
51179,Stafford,2021-07-22,0.7767940929957798,2021
51157,Rappahannock,2021-07-22,0.788466624313379,2021
51061,Fauquier,2021-07-22,0.7936647939048153,2021
51153,Prince William,2021-07-22,0.7075828551890188,2021
51107,Loudoun,2021-07-22,0.7878425131192096,2021
51047,Culpeper,2021-07-22,0.7928256750622029,2021
51187,Warren,2021-07-22,0.7420714047809671,2021
51177,Spotsylvania,2021-07-22,0.7944777912563301,2021
51043,Clarke,2021-07-22,0.7614145218187313,2021
51069,Frederick,2021-07-22,0.7772439871828156,2021
51181,Surry,2021-07-22,0.7608671042408929,2021
51097,King and Queen,2021-07-22,0.8082182048041678,2021
51119,Middlesex,2021-07-22,0.79785316094193,2021
51057,Essex,2021-07-22,0.7745973436455977,2021
51133,Northumberland,2021-07-22,0.7685425634868575,2021
51137,Orange,2021-07-22,0.8029185508923699,2021
51113,Madison,2021-07-22,0.8146252199383898,2021
51111,Lunenburg,2021-07-22,0.7509506859562614,2021
51037,Charlotte,2021-07-22,0.7798764250617057,2021
51049,Cumberland,2021-07-22,0.8070177808235711,2021
51083,Halifax,2021-07-22,0.7920742721304012,2021
51171,Shenandoah,2021-07-22,0.7357247601485003,2021
51175,Southampton,2021-07-22,0.7916669821106751,2021
51131,Northampton,2021-07-22,0.5809102138238293,2021
51025,Brunswick,2021-07-22,0.7544772326946259,2021
51103,Lancaster,2021-07-22,0.785803456904014,2021
51159,Richmond,2021-07-22,0.8022618503679801,2021
51117,Mecklenburg,2021-07-22,0.7388054439515779,2021
51001,Accomack,2021-07-22,0.6265519193240574,2021
51139,Page,2021-07-22,0.7175946291426938,2021
51193,Westmoreland,2021-07-22,0.7890076421062507,2021
51135,Nottoway,2021-07-22,0.8085718049186181,2021
51147,Prince Edward,2021-07-22,0.8018205764926948,2021
51109,Louisa,2021-07-22,0.7839701197488869,2021
51029,Buckingham,2021-07-22,0.73887172572742,2021
51079,Greene,2021-07-22,0.7624245366231922,2021
51003,Albemarle,2021-07-22,0.6943157060961404,2021
51125,Nelson,2021-07-22,0.7199077498581675,2021
51065,Fluvanna,2021-07-22,0.7965868534647145,2021
51011,Appomattox,2021-07-22,0.7601488695901981,2021
51085,Hanover,2021-07-22,0.790188800071348,2021
51145,Powhatan,2021-07-22,0.7814981375320547,2021
51075,Goochland,2021-07-22,0.7993500258619273,2021
51101,King William,2021-07-22,0.7148043066263199,2021
51127,New Kent,2021-07-22,0.7225564662367105,2021
51036,Charles City,2021-07-22,0.7566460967063904,2021
51183,Sussex,2021-07-22,0.8344087209028891,2021
51041,Chesterfield,2021-07-22,0.5950761258602142,2021
51033,Caroline,2021-07-22,0.8306882071281309,2021
51053,Dinwiddie,2021-07-22,0.7302758601218204,2021
51007,Amelia,2021-07-22,0.8039245215318501,2021
51165,Rockingham,2021-07-22,0.6794441984309958,2021
51550,Chesapeake,2021-07-22,0.7933043679925164,2021
51800,Suffolk,2021-07-22,0.7713438637214309,2021
51650,Hampton,2021-07-22,0.536770761013031,2021
51810,Virginia Beach,2021-07-22,0.8206889995426834,2021
51620,Franklin,2021-07-22,0.7303331214249332,2021
51660,Harrisonburg,2021-07-22,0.5393176538096626,2021
51820,Waynesboro,2021-07-22,0.6526052888838912,2021
51790,Staunton,2021-07-22,0.7769436054438938,2021
51640,Galax,2021-07-29,0.84551464040068125,2021
51005,Alleghany,2021-07-29,0.7365022500356039,2021
51141,Patrick,2021-07-29,0.8053069148881271,2021
51077,Grayson,2021-07-29,0.7947449071944003,2021
51197,Wythe,2021-07-29,0.7837220987288037,2021
51035,Carroll,2021-07-29,0.7880791860956766,2021
51017,Bath,2021-07-29,0.6966113845507304,2021
51173,Smyth,2021-07-29,0.7897542739982463,2021
51021,Bland,2021-07-29,0.7130800443036216,2021
51091,Highland,2021-07-29,0.7223670482635498,2021
51163,Rockbridge,2021-07-29,0.749932996928842,2021
51121,Montgomery,2021-07-29,0.7241133214935424,2021
51063,Floyd,2021-07-29,0.8165940631261381,2021
51071,Giles,2021-07-29,0.7257820765177408,2021
51155,Pulaski,2021-07-29,0.8001181542539167,2021
51185,Tazewell,2021-07-29,0.8065698742866516,2021
51143,Pittsylvania,2021-07-29,0.730493703267176,2021
51009,Amherst,2021-07-29,0.7595846772193908,2021
51019,Bedford,2021-07-29,0.7433115608162351,2021
51089,Henry,2021-07-29,0.8055080061059725,2021
51045,Craig,2021-07-29,0.7814635075628757,2021
51067,Franklin,2021-07-29,0.7633357313547012,2021
51161,Roanoke,2021-07-29,0.4744333624839782,2021
51023,Botetourt,2021-07-29,0.7949443765736501,2021
51015,Augusta,2021-07-29,0.6635305835218763,2021
51165,Rockingham,2021-07-29,0.7119263265042959,2021
51590,Danville,2021-08-05,0.8223525881767273,2021
51167,Russell,2021-08-05,0.6854437589645386,2021
51005,Alleghany,2021-08-05,0.81383778211080815,2021
51141,Patrick,2021-08-05,0.7544607718785604,2021
51017,Bath,2021-08-05,0.7271838875917288,2021
51021,Bland,2021-08-05,0.7105215986569723,2021
51091,Highland,2021-08-05,0.6936109244823456,2021
51163,Rockbridge,2021-08-05,0.7281108402988204,2021
51143,Pittsylvania,2021-08-05,0.7668642795302157,2021
51009,Amherst,2021-08-05,0.7528341556372848,2021
51019,Bedford,2021-08-05,0.6685689609592339,2021
51031,Campbell,2021-08-05,0.7681932555514213,2021
51089,Henry,2021-08-05,0.7759640881588838,2021
51067,Franklin,2021-08-05,0.7363496313315218,2021
51161,Roanoke,2021-08-05,0.49369436502456665,2021
51023,Botetourt,2021-08-05,0.7530551412194929,2021
51169,Scott,2021-08-05,0.7766911908984184,2021
51191,Washington,2021-08-05,0.73238461069438765,2021
51015,Augusta,2021-08-05,0.6879584236279075,2021
51095,James City,2021-08-05,0.793910494291038,2021
51073,Gloucester,2021-08-05,0.8315784167052857,2021
51093,Isle of Wight,2021-08-05,0.815287129947888,2021
51199,York,2021-08-05,0.737827297920982,2021
51115,Mathews,2021-08-05,0.786584540057862,2021
51179,Stafford,2021-08-05,0.8318586826324463,2021
51157,Rappahannock,2021-08-05,0.8163621675648145,2021
51061,Fauquier,2021-08-05,0.8087899007926728,2021
51153,Prince William,2021-08-05,0.7453459194326735,2021
51107,Loudoun,2021-08-05,0.7692034153639378,2021
51047,Culpeper,2021-08-05,0.7898086433108135,2021
51187,Warren,2021-08-05,0.7065604400044523,2021
51177,Spotsylvania,2021-08-05,0.8286798718797983,2021
51043,Clarke,2021-08-05,0.7152644256058298,2021
51069,Frederick,2021-08-05,0.7499992251904893,2021
51181,Surry,2021-08-05,0.829329129704853,2021
51097,King and Queen,2021-08-05,0.8235991131644176,2021
51119,Middlesex,2021-08-05,0.8207703149053215,2021
51057,Essex,2021-08-05,0.7855164759925434,2021
51133,Northumberland,2021-08-05,0.8308323916311451,2021
51137,Orange,2021-08-05,0.8104079562604954,2021
51113,Madison,2021-08-05,0.8083209509484667,2021
51111,Lunenburg,2021-08-05,0.8397242364329909,2021
51037,Charlotte,2021-08-05,0.8104229361832916,2021
51049,Cumberland,2021-08-05,0.8390677436684567,2021
51083,Halifax,2021-08-05,0.8038589400089066,2021
51171,Shenandoah,2021-08-05,0.6829281854829529,2021
51175,Southampton,2021-08-05,0.8289936642713142,2021
51131,Northampton,2021-08-05,0.7657423193471345,2021
51025,Brunswick,2021-08-05,0.8583229279217035,2021
51103,Lancaster,2021-08-05,0.8216891234248398,2021
51159,Richmond,2021-08-05,0.8239586087671257,2021
51117,Mecklenburg,2021-08-05,0.7753770350604577,2021
51001,Accomack,2021-08-05,0.7859250885527712,2021
51139,Page,2021-08-05,0.6660579496453347,2021
51193,Westmoreland,2021-08-05,0.8312075714554411,2021
51135,Nottoway,2021-08-05,0.8399219649478598,2021
51147,Prince Edward,2021-08-05,0.8227166260786007,2021
51109,Louisa,2021-08-05,0.8348314386260529,2021
51029,Buckingham,2021-08-05,0.802928454835947,2021
51079,Greene,2021-08-05,0.716069721320813,2021
51003,Albemarle,2021-08-05,0.7697169290073795,2021
51125,Nelson,2021-08-05,0.7995440683904318,2021
51065,Fluvanna,2021-08-05,0.8336293591704269,2021
51011,Appomattox,2021-08-05,0.7756513869509061,2021
51085,Hanover,2021-08-05,0.8403994556250092,2021
51145,Powhatan,2021-08-05,0.8167854925871091,2021
51075,Goochland,2021-08-05,0.8392907485136147,2021
51101,King William,2021-08-05,0.7733553988592965,2021
51127,New Kent,2021-08-05,0.7892199308261718,2021
51036,Charles City,2021-08-05,0.604536292453607,2021
51183,Sussex,2021-08-05,0.8459296469719544,2021
51041,Chesterfield,2021-08-05,0.552770471572876,2021
51033,Caroline,2021-08-05,0.8318219900164627,2021
51053,Dinwiddie,2021-08-05,0.7965797805757585,2021
